Timestamp;Ви працюєте зараз в ІТ?;Де ви зараз живете? ;В якій області ви зараз живете?;Зарплата у $$$ за місяць, лише ставка після сплати податків;Ваша стать;Ваш вік;Яка у вас освіта?;Чи є у вас науковий ступінь? ;Знання англійської мови;Оберіть вашу посаду;Ваш тайтл;Ваша спеціалізація;Вкажіть вашу спеціалізацію;Оберіть вашу спеціалізацію;Ваша посада;Оберіть вашу посаду2;Ваша посада3;Ваша посада4;Ваша посада5;Ваша посада6;Ваша посада7;Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?;Основна мова програмування;Вкажіть вашу основну спеціалізацію;В якій сфері працюєте?;Тип компанії;Загальний стаж роботи за спеціальністю
12.08.2022 19:17;Так, працюю full-time;В Україні;Київ чи область;4000;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Middle;;;;;;Product Manager;;;;;Ні, не використовую;;;ERP, Fintech / Banking;Продуктова;5 років
12.08.2022 19:17;Так, працюю full-time;В Україні;Рівне чи область;6000;Чоловік;29;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;Kotlin;Mobile  розробка;Internet of Things, Mobile;Продуктова;9 років
12.08.2022 19:19;Так, працюю full-time;В Україні;Київ чи область;700;Чоловік;35;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;TypeScript;Full Stack розробка;E-commerce, Mobile;Продуктова;3 місяці
12.08.2022 19:23;Так, працюю full-time;В Україні;Київ чи область;5200;Чоловік;37;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Swift;Mobile  розробка;E-commerce, Fintech / Banking, Logistics;Продуктова;8 років
12.08.2022 19:28;Так, працюю full-time;В Україні;Житомир чи область;2850;Чоловік;34;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Team Lead;;Manual QA;;;;;;;;;Ні, не використовую;;;Mobile;Аутстафінгова;4 роки
12.08.2022 19:30;Так, працюю full-time;В Україні;Київ чи область;6000;Чоловік;36;Середня;Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Team Lead;;;;;;;;;;;;Python;Full Stack розробка;Інша;Продуктова;11 років
12.08.2022 19:30;Ні, тимчасово не працюю;В Україні;Кропивницький чи область;1300;Жінка;26;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Support;Middle;;;;;;;;;;;Так, використовую;Інша мова;Back-end  розробка;Big Data;Продуктова;5 років
12.08.2022 19:44;Так, працюю full-time;В Україні;Хмельницький чи область;6650;Чоловік;31;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Data Science, Machine Learning, Big Data;Senior;;;;;;;;Data Engineer / Big Data Engineer;;;Так, використовую;Scala;Back-end  розробка;Big Data, Інша;Аутстафінгова;5 років
12.08.2022 19:49;Так, працюю full-time;В Україні;Харків чи область;2400;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;JavaScript;Front-end  розробка;Fintech / Banking;Продуктова;3 роки
12.08.2022 19:49;Так, працюю full-time;В Україні;Одеса чи область;1950;Жінка;26;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;JavaScript;Front-end  розробка;Telecom;Продуктова;4 роки
12.08.2022 19:49;Так, працюю full-time;В Україні;Львів чи область;1500;Чоловік;21;Ще студент вишу;Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;JavaScript;Full Stack розробка;Real Estate;Аутсорсингова;2 роки
12.08.2022 19:49;Так, працюю full-time;В Україні;Кропивницький чи область;2800;Жінка;30;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Data Science, Machine Learning, Big Data;Middle;;;;;;;;Machine Learning Engineer;;;Так, використовую;Python;Робота з даними, аналіз даних;Fintech / Banking, Machine Learning, Travel;Аутсорсингова;3 роки
12.08.2022 20:02;Так, працюю full-time;В Україні;Одеса чи область;1200;Жінка;28;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;HR/Recruiter;Middle;;;;;HR Manager;;;;;;;;;Adtech / Advertising;Продуктова;3 роки
12.08.2022 20:05;Так, працюю full-time;В Україні;Одеса чи область;8550;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Team Lead;;;;;;;;;;;;TypeScript;Back-end  розробка;Agriculture, Blockchain, Logistics;Продуктова;9 років
12.08.2022 20:07;Так, працюю full-time;В Україні;Київ чи область;3600;Чоловік;36;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;JavaScript;Front-end  розробка;E-commerce;Аутсорсингова;Менше як 3 місяці
12.08.2022 20:09;Так, працюю full-time;В Україні;Київ чи область;4000;Чоловік;29;Дві вищі;Немає;Upper-Intermediate;Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.);Head;;;Other;;;;;;;;;;;Edtech / Education;Продуктова;3 роки
12.08.2022 20:12;Так, працюю full-time;В Україні;Полтава чи область;1500;Жінка;31;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Marketing, SEO, Copywriter;Senior;;;;Other;;;;;;;;;;E-commerce, Retail;Продуктова;4 роки
12.08.2022 20:19;Так, працюю full-time;В Україні;Харків чи область;800;Чоловік;38;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Junior;;;;;;Project Manager;;;;;Ні, не використовую;;;E-commerce;Продуктова;3 роки
12.08.2022 20:25;Так, працюю full-time;В Україні;Чернігів чи область;470;Жінка;38;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Junior;;;;;;Project Manager;;;;;Ні, не використовую;;;Інша;Фріланс;Менше як 3 місяці
12.08.2022 20:26;Так, працюю full-time;В Україні;Київ чи область;2432;Жінка;35;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Marketing, SEO, Copywriter;Manager;;;;Chief Marketing Officer (CMO);;;;;;;;;;Public services / Government;Стартап;10 років
12.08.2022 20:30;Так, працюю full-time;В Україні;Львів чи область;1500;Жінка;25;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Marketing, SEO, Copywriter;Manager;;;;Marketing Manager;;;;;;;;;;Adtech / Advertising, Media;Продуктова;4 роки
12.08.2022 20:33;Так, працюю full-time;В Україні;Київ чи область;1327;Жінка;27;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Junior;;Automation QA;;;;;;;;;Так, використовую;Python;QA;Media;Аутсорсингова;1,5 року
12.08.2022 20:35;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;1700;Жінка;22;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Automation QA;;;;;;;;;Так, використовую;Java;QA;E-commerce;Аутсорсингова;1,5 року
12.08.2022 20:35;Так, працюю full-time;В Україні;Київ чи область;6450;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;Elixir;Full Stack розробка;E-commerce;Продуктова;7 років
12.08.2022 20:36;Так, працюю full-time;В Україні;Київ чи область;1500;Чоловік;25;Середня спеціальна;Немає;Pre-Intermediate;Data Science, Machine Learning, Big Data;Junior;;;;;;;;BI Engineer;;;Так, використовую;Python;Робота з даними, аналіз даних;Gambling;Продуктова;1 рік
12.08.2022 20:43;Так, працюю full-time;В Україні;Вінниця чи область;1870;Чоловік;34;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Так, використовую;Java;QA;Big Data, Fintech / Banking;Аутсорсингова;3 роки
12.08.2022 20:57;Так, працюю full-time;В Україні;Київ чи область;950;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Elementary;Data Science, Machine Learning, Big Data;Middle;;;;;;;;Data Engineer / Big Data Engineer;;;Ні, не використовую;;;Big Data, Geospatial, Public services / Government;Продуктова;5 років
12.08.2022 20:59;Так, працюю full-time;В Україні;Київ чи область;5500;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Кандидат наук / PhD;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;TypeScript;Front-end  розробка;Fintech / Banking;Продуктова;6 років
12.08.2022 21:00;Так, працюю full-time;В Україні;Одеса чи область;1500;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;JavaScript;Full Stack розробка;Logistics;Стартап;1,5 року
12.08.2022 21:10;Так, працюю full-time;В Україні;Київ чи область;1000;Чоловік;33;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;СTO, Director of Engineering, Program Director, CEO, (co-)founder;Head;;;;;;;;;;CTO;Ні, не використовую;;;E-commerce, Retail;Інша;5 років
12.08.2022 21:12;Так, працюю full-time;В Україні;Київ чи область;1500;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;DevOps, SRE;Junior;;;;;;;;;DevOps Engineer;;Так, використовую;Інша мова;DevOps;Cloud Computing, E-commerce, Security;Продуктова;1,5 року
12.08.2022 21:15;Так, працюю full-time;В Україні;Кропивницький чи область;1900;Чоловік;26;Дві вищі;Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Ні, не використовую;;;Data Science, High Load Systems, Machine Learning;Аутсорсингова;5 років
12.08.2022 21:22;Так, працюю full-time;В Україні;Хмельницький чи область;2420;Жінка;37;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Technical writer;Senior;;;;;;;;;;;Ні, не використовую;;;Інша;Аутсорсингова;5 років
12.08.2022 21:32;Так, працюю full-time;В Україні;Дніпро чи область;500;Чоловік;24;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;DevOps, SRE;Intern/Trainee;;;;;;;;;DevOps Engineer;;Ні, не використовую;;;Automotive, Fintech / Banking;Аутсорсингова;1,5 року
12.08.2022 21:36;Так, працюю full-time;В Україні;Київ чи область;1600;Чоловік;24;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Customer Success;Немає тайтлу;;;;;;;;;;;;;;E-commerce;Продуктова;1 рік
12.08.2022 21:38;Так, працюю full-time;В Україні;Харків чи область;3400;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;C# / .NET;Back-end  розробка;Fintech / Banking;Аутсорсингова;4 роки
12.08.2022 21:43;Так, працюю full-time;В Україні;Київ чи область;4400;Чоловік;34;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Senior;;Automation QA;;;;;;;;;Так, використовую;TypeScript;QA;Fintech / Banking;Аутстафінгова;10 років
12.08.2022 21:44;Так, працюю full-time;В Україні;Одеса чи область;1000;Жінка;31;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Marketing, SEO, Copywriter;Head;;;;Chief Marketing Officer (CMO);;;;;;;;;;Big Data, Data Science, Machine Learning;Аутсорсингова;1,5 року
12.08.2022 21:46;Так, працюю full-time;В Україні;Вінниця чи область;500;Чоловік;18;Ще студент вишу;Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Intern/Trainee;;;;;;;;;;;;TypeScript;Full Stack розробка;Legal, Public services / Government;Аутстафінгова;1 рік
12.08.2022 21:53;Так, працюю full-time;В Україні;Київ чи область;3800;Жінка;37;Дві вищі;Немає;Upper-Intermediate;HR/Recruiter;Manager;;;;;Talent Acquisition Manager;;;;;;;;;Інша;Аутсорсингова;15 і більше років
12.08.2022 21:57;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;5700;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;JavaScript;Front-end  розробка;E-commerce;Стартап;10 років
12.08.2022 21:58;Так, працюю full-time;В Україні;Харків чи область;1600;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Кандидат наук / PhD;Upper-Intermediate;Legal;Middle;;;;;;;;;;;;;;Dating, E-commerce, Fintech / Banking;Продуктова;3 роки
12.08.2022 22:00;Так, працюю full-time;В Україні;Чернігів чи область;2100;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Swift;Mobile  розробка;Mobile;Продуктова;1,5 року
12.08.2022 22:01;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;800;Жінка;19;Ще студент вишу;;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Так, використовую;JavaScript;QA;Medtech / Healthcare;Стартап;Пів року
12.08.2022 22:02;Так, працюю full-time;В Україні;Хмельницький чи область;500;Чоловік;18;Ще студент вишу;Немає;Intermediate;HTML Coder;Intern/Trainee;;;;;;;;;;;Так, використовую;JavaScript;Front-end  розробка;Інша;Інша;Менше як 3 місяці
12.08.2022 22:03;Так, працюю full-time;В Україні;Дніпро чи область;6200;Чоловік;42;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;C;Embedded;Embedded, Hardware, Internet of Things;Продуктова;15 і більше років
12.08.2022 22:10;Так, працюю full-time;В Україні;Миколаїв чи область;500;Чоловік;20;Ще студент вишу;Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;JavaScript;Full Stack розробка;Real Estate;Аутсорсингова;1,5 року
12.08.2022 22:10;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;2500;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.);Team Lead;;;3D Artist;;;;;;;;;;;GameDev;Стартап;3 роки
12.08.2022 22:13;Так, працюю full-time;В Україні;Київ чи область;3700;Чоловік;23;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;JavaScript;Front-end  розробка;ERP;Продуктова;4 роки
12.08.2022 22:13;Так, працюю full-time;В Україні;Київ чи область;1089;Чоловік;27;Вища (бакалавр, спеціаліст, магістр);Немає;Elementary;Analyst (Business, Data, System);Middle;;;;;;;System Analyst;;;;Ні, не використовую;;;Інша;Продуктова;6 років
12.08.2022 22:14;Так, працюю full-time;В Україні;Івано-Франківськ чи область;4000;Чоловік;36;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Java;Back-end  розробка;Fintech / Banking;Аутсорсингова;4 роки
12.08.2022 22:16;Так, працюю full-time;В Україні;Ужгород чи Закарпатська область;4000;Чоловік;36;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Manager;;General QA;;;;;;;;;Так, використовую;C# / .NET;QA;Інша;Продуктова;8 років
12.08.2022 22:18;Так, працюю full-time;В Україні;Черкаси чи область;4000;Жінка;30;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Architect;;;;;;;;;;;;Go;Back-end  розробка;Інша;Аутсорсингова;10 років
12.08.2022 22:20;Так, працюю full-time;В Україні;Харків чи область;1200;Чоловік;20;Ще студент вишу;Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;C# / .NET;Full Stack розробка;Security;Аутсорсингова;1 рік
12.08.2022 22:20;Так, працюю full-time;В Україні;Дніпро чи область;1000;Чоловік;37;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;Java;Back-end  розробка;Fintech / Banking;Продуктова;1 рік
12.08.2022 22:23;Так, працюю full-time;В Україні;Київ чи область;1300;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;JavaScript;Full Stack розробка;Blockchain;Аутстафінгова;1,5 року
12.08.2022 22:30;Так, працюю full-time;В Україні;Київ чи область;5700;Чоловік;36;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;JavaScript;Front-end  розробка;Media;Аутсорсингова;8 років
12.08.2022 22:35;Так, працюю full-time;В Україні;Київ чи область;6600;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Tech Lead;;;;;;;;;;;;C# / .NET;Back-end  розробка;Internet of Things, Public services / Government, Travel;Продуктова;10 років
12.08.2022 22:36;Так, працюю full-time;В Україні;Київ чи область;1300;Жінка;25;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Analyst (Business, Data, System);Team Lead;;;;;;;Data Analyst;;;;Так, використовую;SQL;Робота з даними, аналіз даних;Big Data;Продуктова;4 роки
12.08.2022 22:37;Так, працюю full-time;В Україні;Київ чи область;1000;Чоловік;21;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;SysAdmin;Senior;;;;;;;;;;;Так, використовую;Python;Інше;Embedded, Hardware, Telecom;Продуктова;4 роки
12.08.2022 22:45;Так, працюю full-time;В Україні;Львів чи область;1000;Жінка;27;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Marketing, SEO, Copywriter;Немає тайтлу;;;;PR Manager;;;;;;;;;;Інша;Аутсорсингова;4 роки
12.08.2022 22:51;Так, працюю full-time;В Україні;Київ чи область;570;Чоловік;33;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Junior;;Manual QA;;;;;;;;;Ні, не використовую;;;E-commerce;Аутсорсингова;7 років
12.08.2022 22:52;Так, працюю full-time;В Україні;Київ чи область;3000;Жінка;24;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Middle;;;;;;Product Owner;;;;;Так, використовую;SQL;Робота з даними, аналіз даних;Fintech / Banking;Аутсорсингова;3 роки
12.08.2022 22:52;Так, працюю full-time;В Україні;Київ чи область;2500;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Так, використовую;Мови розробки БД (PL/SQL, Transact-SQL);QA;Adtech / Advertising;Продуктова;3 роки
12.08.2022 22:59;Так, я фрилансер;В Україні;Одеса чи область;200;Чоловік;37;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Junior;;Manual QA;;;;;;;;;Ні, не використовую;;;E-commerce, Logistics, Retail;Фріланс;Менше як 3 місяці
12.08.2022 23:04;Так, працюю full-time;В Україні;Львів чи область;3491;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;СTO, Director of Engineering, Program Director, CEO, (co-)founder;Head;;;;;;;;;;Director of Engineering;Так, використовую;C# / .NET;Інше;Data Science, Інша;Аутсорсингова;Пів року
12.08.2022 23:05;Так, працюю full-time;В Україні;Київ чи область;2300;Чоловік;28;Дві вищі;Немає;Upper-Intermediate;Analyst (Business, Data, System);Middle;;;;;;;Business Analyst;;;;Ні, не використовую;;;Cloud Computing, Data Science;Аутсорсингова;3 роки
12.08.2022 23:08;Так, працюю full-time;В Україні;Київ чи область;2000;Чоловік;33;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;HR/Recruiter;Senior;;;;;People partner / Happiness manager;;;;;;;;;Edtech / Education;Продуктова;7 років
12.08.2022 23:08;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;3000;Чоловік;33;Дві вищі;Немає;Intermediate;Analyst (Business, Data, System);Team Lead;;;;;;;Data Analyst;;;;Так, використовую;SQL;Робота з даними, аналіз даних;E-commerce;Продуктова;10 років
12.08.2022 23:14;Інше;В Україні;Дніпро чи область;500;Чоловік;33;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Intern/Trainee;;;;;;;;;;;;TypeScript;Front-end  розробка;Blockchain, E-commerce, Fintech / Banking;Аутсорсингова;10 років
12.08.2022 23:14;Так, працюю full-time;В Україні;Київ чи область;600;Жінка;21;Ще студент вишу;Немає;Pre-Intermediate;Support;Middle;;;;;;;;;;;Ні, не використовую;;;Logistics;Продуктова;1,5 року
12.08.2022 23:16;Так, працюю full-time;В Україні;Київ чи область;6500;Чоловік;33;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;Go;Back-end  розробка;Gambling;Продуктова;13 років
12.08.2022 23:17;Ні, тимчасово не працюю;В Україні;Київ чи область;1500;Жінка;33;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Team Lead;;;;;;Project Manager;;;;;Так, використовую;C++;Робота з даними, аналіз даних;Gambling, Media, Security;Продуктова;2 роки
12.08.2022 23:18;Так, працюю part-time;За кордоном (переїхали через війну, але планую повернутися);;1950;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;PHP;Back-end  розробка;E-commerce, Інша;Аутсорсингова;9 років
12.08.2022 23:21;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;6000;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Data Science, Machine Learning, Big Data;Senior;;;;;;;;Data Engineer / Big Data Engineer;;;Так, використовую;Python;Робота з даними, аналіз даних;Blockchain, Gambling;Продуктова;4 роки
12.08.2022 23:22;Так, працюю full-time;В Україні;Львів чи область;4300;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Team Lead;;;;;;;;;;;;JavaScript;Front-end  розробка;E-commerce, Fintech / Banking, Medtech / Healthcare;Аутстафінгова;7 років
12.08.2022 23:26;Так, працюю full-time;В Україні;Львів чи область;2850;Чоловік;27;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Python;Back-end  розробка;Cloud Computing, Інша;Продуктова;4 роки
12.08.2022 23:28;Так, працюю full-time;В Україні;Львів чи область;3000;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Data Science, Machine Learning, Big Data;Middle;;;;;;;;Data Scientist;;;Так, використовую;Python;Робота з даними, аналіз даних;Adtech / Advertising;Продуктова;4 роки
12.08.2022 23:31;Ні, тимчасово не працюю;В Україні;Київ чи область;550;Чоловік;21;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Data Science, Machine Learning, Big Data;Junior;;;;;;;;Computer Vision Engineer;;;Так, використовую;Python;Робота з даними, аналіз даних;Data Science;Аутстафінгова;1 рік
12.08.2022 23:32;Так, працюю full-time;В Україні;Вінниця чи область;1800;Чоловік;21;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Junior;;Automation QA;;;;;;;;;Так, використовую;Java;QA;Medtech / Healthcare;Аутсорсингова;2 роки
12.08.2022 23:33;Ні, тимчасово не працюю;В Україні;Івано-Франківськ чи область;850;Чоловік;39;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;JavaScript;Back-end  розробка;Cloud Computing;Аутсорсингова;8 років
12.08.2022 23:36;Так, працюю full-time;В Україні;Львів чи область;3500;Чоловік;23;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Java;Back-end  розробка;Fintech / Banking;Інша;2 роки
12.08.2022 23:36;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;8000;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Tech Lead;;;;;;;;;;;;PHP;Full Stack розробка;Blockchain, Gambling, GameDev;Продуктова;5 років
12.08.2022 23:41;Так, працюю full-time;В Україні;Полтава чи область;4800;Чоловік;31;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;JavaScript;Front-end  розробка;Blockchain, Gambling, GameDev;Продуктова;Пів року
12.08.2022 23:44;Так, працюю full-time;В Україні;Вінниця чи область;800;Чоловік;27;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Junior;;;;;;Project Manager;;;;;Ні, не використовую;;;Blockchain, Fintech / Banking;Продуктова;2 роки
12.08.2022 23:49;Так, працюю full-time;В Україні;Одеса чи область;500;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Junior;;Manual QA;;;;;;;;;Ні, не використовую;;;GameDev;Продуктова;3 місяці
12.08.2022 23:50;Так, працюю full-time;В Україні;Львів чи область;750;Чоловік;31;Дві вищі;Кандидат наук / PhD;Intermediate;Data Science, Machine Learning, Big Data;Junior;;;;;;;;Data Engineer / Big Data Engineer;;;Так, використовую;SQL;Робота з даними, аналіз даних;Big Data, Retail;Аутсорсингова;Пів року
